REF_DATE,GEO,Custodial admissions,Sex,VALUE
2002/2003,Prince Edward Island,"Total, custodial admissions",Male,796
2002/2003,Prince Edward Island,"Total, custodial admissions",Female,63
2002/2003,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2002/2003,Prince Edward Island,Sentenced,"Total, custodial admission by sex",594
2002/2003,Prince Edward Island,Sentenced,Male,543
2002/2003,Prince Edward Island,Sentenced,Female,51
2002/2003,Prince Edward Island,Sentenced,Sex unknown,0
2002/2003,Prince Edward Island,Remand,"Total, custodial admission by sex",265
2002/2003,Prince Edward Island,Remand,Male,253
2002/2003,Prince Edward Island,Remand,Female,12
2002/2003,Prince Edward Island,Remand,Sex unknown,0
2002/2003,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",
2002/2003,Prince Edward Island,Other custodial statuses,Male,
2002/2003,Prince Edward Island,Other custodial statuses,Female,
2002/2003,Prince Edward Island,Other custodial statuses,Sex unknown,
2002/2003,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",3840
2002/2003,Nova Scotia,"Total, custodial admissions",Male,3557
2002/2003,Nova Scotia,"Total, custodial admissions",Female,275
2002/2003,Nova Scotia,"Total, custodial admissions",Sex unknown,8
2002/2003,Nova Scotia,Sentenced,"Total, custodial admission by sex",1550
2002/2003,Nova Scotia,Sentenced,Male,1442
2002/2003,Nova Scotia,Sentenced,Female,104
2002/2003,Nova Scotia,Sentenced,Sex unknown,4
2002/2003,Nova Scotia,Remand,"Total, custodial admission by sex",1949
2002/2003,Nova Scotia,Remand,Male,1793
2002/2003,Nova Scotia,Remand,Female,153
2002/2003,Nova Scotia,Remand,Sex unknown,3
2002/2003,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",341
2002/2003,Nova Scotia,Other custodial statuses,Male,322
2002/2003,Nova Scotia,Other custodial statuses,Female,18
2002/2003,Nova Scotia,Other custodial statuses,Sex unknown,1
2002/2003,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",4348
2002/2003,New Brunswick,"Total, custodial admissions",Male,3996
2002/2003,New Brunswick,"Total, custodial admissions",Female,352
2002/2003,New Brunswick,"Total, custodial admissions",Sex unknown,0
2002/2003,New Brunswick,Sentenced,"Total, custodial admission by sex",2454
2002/2003,New Brunswick,Sentenced,Male,2263
2002/2003,New Brunswick,Sentenced,Female,191
2002/2003,New Brunswick,Sentenced,Sex unknown,0
2002/2003,New Brunswick,Remand,"Total, custodial admission by sex",1358
2002/2003,New Brunswick,Remand,Male,1237
2002/2003,New Brunswick,Remand,Female,121
2002/2003,New Brunswick,Remand,Sex unknown,0
2002/2003,New Brunswick,Other custodial statuses,"Total, custodial admission by sex",536
2002/2003,New Brunswick,Other custodial statuses,Male,496
2002/2003,New Brunswick,Other custodial statuses,Female,40
2002/2003,New Brunswick,Other custodial statuses,Sex unknown,0
2002/2003,Quebec,"Total, custodial admissions","Total, custodial admission by sex",43080
2002/2003,Quebec,"Total, custodial admissions",Male,39163
2002/2003,Quebec,"Total, custodial admissions",Female,3917
2002/2003,Quebec,"Total, custodial admissions",Sex unknown,0
2002/2003,Quebec,Sentenced,"Total, custodial admission by sex",13423
2002/2003,Quebec,Sentenced,Male,12058
2002/2003,Quebec,Sentenced,Female,1365
2002/2003,Quebec,Sentenced,Sex unknown,0
2002/2003,Quebec,Remand,"Total, custodial admission by sex",26588
2002/2003,Quebec,Remand,Male,24319
2002/2003,Quebec,Remand,Female,2269
2002/2003,Quebec,Remand,Sex unknown,0
2002/2003,Quebec,Other custodial statuses,"Total, custodial admission by sex",3069
2002/2003,Quebec,Other custodial statuses,Male,2786
2002/2003,Quebec,Other custodial statuses,Female,283
2002/2003,Quebec,Other custodial statuses,Sex unknown,0
2002/2003,Ontario,"Total, custodial admissions","Total, custodial admission by sex",94694
2002/2003,Ontario,"Total, custodial admissions",Male,84714
2002/2003,Ontario,"Total, custodial admissions",Female,9980
2002/2003,Ontario,"Total, custodial admissions",Sex unknown,0
2002/2003,Ontario,Sentenced,"Total, custodial admission by sex",33050
2002/2003,Ontario,Sentenced,Male,30064
2002/2003,Ontario,Sentenced,Female,2986
2002/2003,Ontario,Sentenced,Sex unknown,0
2002/2003,Ontario,Remand,"Total, custodial admission by sex",58470
2002/2003,Ontario,Remand,Male,51703
2002/2003,Ontario,Remand,Female,6767
2002/2003,Ontario,Remand,Sex unknown,0
2002/2003,Ontario,Other custodial statuses,"Total, custodial admission by sex",3174
2002/2003,Ontario,Other custodial statuses,Male,2947
2002/2003,Ontario,Other custodial statuses,Female,227
2002/2003,Ontario,Other custodial statuses,Sex unknown,0
2002/2003,Manitoba,"Total, custodial admissions","Total, custodial admission by sex",18014
2002/2003,Manitoba,"Total, custodial admissions",Male,15734
2002/2003,Manitoba,"Total, custodial admissions",Female,2273
2002/2003,Manitoba,"Total, custodial admissions",Sex unknown,7
2002/2003,Manitoba,Sentenced,"Total, custodial admission by sex",3316
2002/2003,Manitoba,Sentenced,Male,3071
2002/2003,Manitoba,Sentenced,Female,245
2002/2003,Manitoba,Sentenced,Sex unknown,0
2002/2003,Manitoba,Remand,"Total, custodial admission by sex",8615
2002/2003,Manitoba,Remand,Male,7547
2002/2003,Manitoba,Remand,Female,1066
2002/2003,Manitoba,Remand,Sex unknown,2
2002/2003,Manitoba,Other custodial statuses,"Total, custodial admission by sex",6083
2002/2003,Manitoba,Other custodial statuses,Male,5116
2002/2003,Manitoba,Other custodial statuses,Female,962
2002/2003,Manitoba,Other custodial statuses,Sex unknown,5
2002/2003,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",9244
2002/2003,Saskatchewan,"Total, custodial admissions",Male,8460
2002/2003,Saskatchewan,"Total, custodial admissions",Female,778
2002/2003,Saskatchewan,"Total, custodial admissions",Sex unknown,6
2002/2003,Saskatchewan,Sentenced,"Total, custodial admission by sex",3536
2002/2003,Saskatchewan,Sentenced,Male,3175
2002/2003,Saskatchewan,Sentenced,Female,357
2002/2003,Saskatchewan,Sentenced,Sex unknown,4
2002/2003,Saskatchewan,Remand,"Total, custodial admission by sex",5518
2002/2003,Saskatchewan,Remand,Male,5111
2002/2003,Saskatchewan,Remand,Female,405
2002/2003,Saskatchewan,Remand,Sex unknown,2
2002/2003,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",190
2002/2003,Saskatchewan,Other custodial statuses,Male,174
2002/2003,Saskatchewan,Other custodial statuses,Female,16
2002/2003,Saskatchewan,Other custodial statuses,Sex unknown,0
2002/2003,Alberta,"Total, custodial admissions","Total, custodial admission by sex",
2002/2003,Alberta,"Total, custodial admissions",Male,
2002/2003,Alberta,"Total, custodial admissions",Female,
2002/2003,Alberta,"Total, custodial admissions",Sex unknown,
2002/2003,Alberta,Sentenced,"Total, custodial admission by sex",
2002/2003,Alberta,Sentenced,Male,
2002/2003,Alberta,Sentenced,Female,
2002/2003,Alberta,Sentenced,Sex unknown,
2002/2003,Alberta,Remand,"Total, custodial admission by sex",
2002/2003,Alberta,Remand,Male,
2002/2003,Alberta,Remand,Female,
2002/2003,Alberta,Remand,Sex unknown,
2002/2003,Alberta,Other custodial statuses,"Total, custodial admission by sex",
2002/2003,Alberta,Other custodial statuses,Male,
2002/2003,Alberta,Other custodial statuses,Female,
2002/2003,Alberta,Other custodial statuses,Sex unknown,
2002/2003,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",33277
2002/2003,British Columbia,"Total, custodial admissions",Male,29228
2002/2003,British Columbia,"Total, custodial admissions",Female,4048
2002/2003,British Columbia,"Total, custodial admissions",Sex unknown,1
2002/2003,British Columbia,Sentenced,"Total, custodial admission by sex",8740
2002/2003,British Columbia,Sentenced,Male,8018
2002/2003,British Columbia,Sentenced,Female,721
2002/2003,British Columbia,Sentenced,Sex unknown,1
2002/2003,British Columbia,Remand,"Total, custodial admission by sex",11507
2002/2003,British Columbia,Remand,Male,10204
2002/2003,British Columbia,Remand,Female,1303
2002/2003,British Columbia,Remand,Sex unknown,0
2002/2003,British Columbia,Other custodial statuses,"Total, custodial admission by sex",13030
2002/2003,British Columbia,Other custodial statuses,Male,11006
2002/2003,British Columbia,Other custodial statuses,Female,2024
2002/2003,British Columbia,Other custodial statuses,Sex unknown,0
2002/2003,Yukon,"Total, custodial admissions","Total, custodial admission by sex",552
2002/2003,Yukon,"Total, custodial admissions",Male,507
2002/2003,Yukon,"Total, custodial admissions",Female,45
2002/2003,Yukon,"Total, custodial admissions",Sex unknown,0
2002/2003,Yukon,Sentenced,"Total, custodial admission by sex",212
2002/2003,Yukon,Sentenced,Male,195
2002/2003,Yukon,Sentenced,Female,17
2002/2003,Yukon,Sentenced,Sex unknown,0
2002/2003,Yukon,Remand,"Total, custodial admission by sex",327
2002/2003,Yukon,Remand,Male,299
2002/2003,Yukon,Remand,Female,28
2002/2003,Yukon,Remand,Sex unknown,0
2002/2003,Yukon,Other custodial statuses,"Total, custodial admission by sex",13
2002/2003,Yukon,Other custodial statuses,Male,13
2002/2003,Yukon,Other custodial statuses,Female,0
2002/2003,Yukon,Other custodial statuses,Sex unknown,0
2002/2003,Northwest Territories,"Total, custodial admissions","Total, custodial admission by sex",955
2002/2003,Northwest Territories,"Total, custodial admissions",Male,896
2002/2003,Northwest Territories,"Total, custodial admissions",Female,59
2002/2003,Northwest Territories,"Total, custodial admissions",Sex unknown,0
2002/2003,Northwest Territories,Sentenced,"Total, custodial admission by sex",685
2002/2003,Northwest Territories,Sentenced,Male,635
2002/2003,Northwest Territories,Sentenced,Female,50
2002/2003,Northwest Territories,Sentenced,Sex unknown,0
2002/2003,Northwest Territories,Remand,"Total, custodial admission by sex",268
2002/2003,Northwest Territories,Remand,Male,259
2002/2003,Northwest Territories,Remand,Female,9
2002/2003,Northwest Territories,Remand,Sex unknown,0
2002/2003,Northwest Territories,Other custodial statuses,"Total, custodial admission by sex",2
2002/2003,Northwest Territories,Other custodial statuses,Male,2
2002/2003,Northwest Territories,Other custodial statuses,Female,0
2002/2003,Northwest Territories,Other custodial statuses,Sex unknown,0
2002/2003,Nunavut,"Total, custodial admissions","Total, custodial admission by sex",554
2002/2003,Nunavut,"Total, custodial admissions",Male,554
2002/2003,Nunavut,"Total, custodial admissions",Female,0
2002/2003,Nunavut,"Total, custodial admissions",Sex unknown,0
2002/2003,Nunavut,Sentenced,"Total, custodial admission by sex",325
2002/2003,Nunavut,Sentenced,Male,325
2002/2003,Nunavut,Sentenced,Female,0
2002/2003,Nunavut,Sentenced,Sex unknown,0
2002/2003,Nunavut,Remand,"Total, custodial admission by sex",229
2002/2003,Nunavut,Remand,Male,229
2002/2003,Nunavut,Remand,Female,0
2002/2003,Nunavut,Remand,Sex unknown,0
2003/2004,All Provinces and territories,"Total, custodial admissions","Total, custodial admission by sex",206403
2003/2004,All Provinces and territories,"Total, custodial admissions",Male,184540
2003/2004,All Provinces and territories,"Total, custodial admissions",Female,21814
2003/2004,All Provinces and territories,"Total, custodial admissions",Sex unknown,49
2003/2004,All Provinces and territories,Sentenced,"Total, custodial admission by sex",65632
2003/2004,All Provinces and territories,Sentenced,Male,59744
2003/2004,All Provinces and territories,Sentenced,Female,5867
2003/2004,All Provinces and territories,Sentenced,Sex unknown,21
2003/2004,All Provinces and territories,Remand,"Total, custodial admission by sex",112781
2003/2004,All Provinces and territories,Remand,Male,100861
2003/2004,All Provinces and territories,Remand,Female,11894
2003/2004,All Provinces and territories,Remand,Sex unknown,26
2003/2004,All Provinces and territories,Other custodial statuses,"Total, custodial admission by sex",27990
2003/2004,All Provinces and territories,Other custodial statuses,Male,23935
2003/2004,All Provinces and territories,Other custodial statuses,Female,4053
2003/2004,All Provinces and territories,Other custodial statuses,Sex unknown,2
2003/2004,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admission by sex",1746
2003/2004,Newfoundland and Labrador,"Total, custodial admissions",Male,1633
2003/2004,Newfoundland and Labrador,"Total, custodial admissions",Female,96
2003/2004,Newfoundland and Labrador,"Total, custodial admissions",Sex unknown,17
2003/2004,Newfoundland and Labrador,Sentenced,"Total, custodial admission by sex",1187
2003/2004,Newfoundland and Labrador,Sentenced,Male,1105
2003/2004,Newfoundland and Labrador,Sentenced,Female,71
2003/2004,Newfoundland and Labrador,Sentenced,Sex unknown,11
2003/2004,Newfoundland and Labrador,Remand,"Total, custodial admission by sex",447
2003/2004,Newfoundland and Labrador,Remand,Male,418
2003/2004,Newfoundland and Labrador,Remand,Female,23
2003/2004,Newfoundland and Labrador,Remand,Sex unknown,6
2003/2004,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admission by sex",112
2003/2004,Newfoundland and Labrador,Other custodial statuses,Male,110
2003/2004,Newfoundland and Labrador,Other custodial statuses,Female,2
2003/2004,Newfoundland and Labrador,Other custodial statuses,Sex unknown,0
2003/2004,Prince Edward Island,"Total, custodial admissions","Total, custodial admission by sex",678
2003/2004,Prince Edward Island,"Total, custodial admissions",Male,631
2003/2004,Prince Edward Island,"Total, custodial admissions",Female,47
2003/2004,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2003/2004,Prince Edward Island,Sentenced,"Total, custodial admission by sex",489
2003/2004,Prince Edward Island,Sentenced,Male,457
2003/2004,Prince Edward Island,Sentenced,Female,32
2003/2004,Prince Edward Island,Sentenced,Sex unknown,0
2003/2004,Prince Edward Island,Remand,"Total, custodial admission by sex",189
2003/2004,Prince Edward Island,Remand,Male,174
2003/2004,Prince Edward Island,Remand,Female,15
2003/2004,Prince Edward Island,Remand,Sex unknown,0
2003/2004,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",
2003/2004,Prince Edward Island,Other custodial statuses,Male,
2003/2004,Prince Edward Island,Other custodial statuses,Female,
2003/2004,Prince Edward Island,Other custodial statuses,Sex unknown,
2003/2004,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",4198
2003/2004,Nova Scotia,"Total, custodial admissions",Male,3862
2003/2004,Nova Scotia,"Total, custodial admissions",Female,322
2003/2004,Nova Scotia,"Total, custodial admissions",Sex unknown,14
2003/2004,Nova Scotia,Sentenced,"Total, custodial admission by sex",1828
2003/2004,Nova Scotia,Sentenced,Male,1689
2003/2004,Nova Scotia,Sentenced,Female,133
2003/2004,Nova Scotia,Sentenced,Sex unknown,6
2003/2004,Nova Scotia,Remand,"Total, custodial admission by sex",2095
2003/2004,Nova Scotia,Remand,Male,1916
2003/2004,Nova Scotia,Remand,Female,171
2003/2004,Nova Scotia,Remand,Sex unknown,8
2003/2004,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",275
2003/2004,Nova Scotia,Other custodial statuses,Male,257
2003/2004,Nova Scotia,Other custodial statuses,Female,18
2003/2004,Nova Scotia,Other custodial statuses,Sex unknown,0
2003/2004,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",4504
2003/2004,New Brunswick,"Total, custodial admissions",Male,4125
2003/2004,New Brunswick,"Total, custodial admissions",Female,379
2003/2004,New Brunswick,"Total, custodial admissions",Sex unknown,0
2003/2004,New Brunswick,Sentenced,"Total, custodial admission by sex",2486
