REF_DATE,GEO,Custodial and community supervision,VALUE
1981/1982,Ontario,"Other statuses, actual-in count",5
1981/1982,Ontario,On-register count,
1981/1982,Ontario,"Incarceration rates per 100,000 adults",88.2
1981/1982,Ontario,Total community supervision count,33706
1981/1982,Ontario,"Probation, community supervision",32406
1981/1982,Ontario,"Conditional sentence, community supervision",
1981/1982,Ontario,"Provincial parole, community supervision",1300
1981/1982,Ontario,"Probation rates per 100,000 adults",504.72
1981/1982,Manitoba,Total actual-in count,722
1981/1982,Manitoba,"Sentenced, actual-in count",529
1981/1982,Manitoba,"Remand, actual-in count",192
1981/1982,Manitoba,"Other statuses, actual-in count",1
1981/1982,Manitoba,On-register count,
1981/1982,Manitoba,"Incarceration rates per 100,000 adults",97.55
1981/1982,Manitoba,Total community supervision count,1693
1981/1982,Manitoba,"Probation, community supervision",1693
1981/1982,Manitoba,"Conditional sentence, community supervision",
1981/1982,Manitoba,"Probation rates per 100,000 adults",228.75
1981/1982,Saskatchewan,Total actual-in count,841
1981/1982,Saskatchewan,"Sentenced, actual-in count",731
1981/1982,Saskatchewan,"Remand, actual-in count",110
1981/1982,Saskatchewan,On-register count,
1981/1982,Saskatchewan,"Incarceration rates per 100,000 adults",123.75
1981/1982,Saskatchewan,Total community supervision count,2567
1981/1982,Saskatchewan,"Probation, community supervision",2567
1981/1982,Saskatchewan,"Conditional sentence, community supervision",
1981/1982,Saskatchewan,"Probation rates per 100,000 adults",377.73
1981/1982,Alberta,Total actual-in count,2135
1981/1982,Alberta,"Sentenced, actual-in count",1641
1981/1982,Alberta,"Remand, actual-in count",494
1981/1982,Alberta,On-register count,
1981/1982,Alberta,"Incarceration rates per 100,000 adults",131.6
1981/1982,Alberta,Total community supervision count,7654
1981/1982,Alberta,"Probation, community supervision",7654
1981/1982,Alberta,"Conditional sentence, community supervision",
1981/1982,Alberta,"Probation rates per 100,000 adults",471.8
1981/1982,British Columbia,Total actual-in count,1698
1981/1982,British Columbia,"Sentenced, actual-in count",1314
1981/1982,British Columbia,"Remand, actual-in count",384
1981/1982,British Columbia,"Other statuses, actual-in count",
1981/1982,British Columbia,On-register count,
1981/1982,British Columbia,"Incarceration rates per 100,000 adults",81.55
1981/1982,British Columbia,Total community supervision count,9899
1981/1982,British Columbia,"Probation, community supervision",9660
1981/1982,British Columbia,"Conditional sentence, community supervision",
1981/1982,British Columbia,"Provincial parole, community supervision",239
1981/1982,British Columbia,"Probation rates per 100,000 adults",463.93
1981/1982,Yukon,Total actual-in count,61
1981/1982,Yukon,"Sentenced, actual-in count",54
1981/1982,Yukon,"Remand, actual-in count",7
1981/1982,Yukon,"Other statuses, actual-in count",
1981/1982,Yukon,On-register count,
1981/1982,Yukon,"Incarceration rates per 100,000 adults",372.97
1981/1982,Yukon,Total community supervision count,468
1981/1982,Yukon,"Probation, community supervision",468
1981/1982,Yukon,"Conditional sentence, community supervision",
1981/1982,Yukon,"Probation rates per 100,000 adults",2861.51
1981/1982,Northwest Territories including Nunavut,Total actual-in count,162
1981/1982,Northwest Territories including Nunavut,"Sentenced, actual-in count",148
1981/1982,Northwest Territories including Nunavut,"Remand, actual-in count",14
1981/1982,Northwest Territories including Nunavut,"Incarceration rates per 100,000 adults",575.82
1981/1982,Northwest Territories including Nunavut,Total community supervision count,325
1981/1982,Northwest Territories including Nunavut,"Probation, community supervision",325
1981/1982,Northwest Territories including Nunavut,"Probation rates per 100,000 adults",1155.19
1981/1982,Northwest Territories,Total actual-in count,
1981/1982,Northwest Territories,"Sentenced, actual-in count",
1981/1982,Northwest Territories,"Remand, actual-in count",
1981/1982,Northwest Territories,"Other statuses, actual-in count",
1981/1982,Northwest Territories,On-register count,
1981/1982,Northwest Territories,"Incarceration rates per 100,000 adults",
1981/1982,Northwest Territories,Total community supervision count,
1981/1982,Northwest Territories,"Probation, community supervision",
1981/1982,Northwest Territories,"Conditional sentence, community supervision",
1981/1982,Northwest Territories,"Probation rates per 100,000 adults",
1981/1982,Nunavut,Total actual-in count,
1981/1982,Nunavut,"Sentenced, actual-in count",
1981/1982,Nunavut,"Remand, actual-in count",
1981/1982,Nunavut,"Other statuses, actual-in count",
1981/1982,Nunavut,On-register count,
1981/1982,Nunavut,"Incarceration rates per 100,000 adults",
1981/1982,Nunavut,Total community supervision count,
1981/1982,Nunavut,"Probation, community supervision",
1981/1982,Nunavut,"Conditional sentence, community supervision",
1981/1982,Nunavut,"Probation rates per 100,000 adults",
1982/1983,Provinces and Territories,Total actual-in count,17149
1982/1983,Provinces and Territories,"Sentenced, actual-in count",13608
1982/1983,Provinces and Territories,"Remand, actual-in count",3497
1982/1983,Provinces and Territories,"Other statuses, actual-in count",44
1982/1983,Provinces and Territories,On-register count,10455
1982/1983,Provinces and Territories,"Incarceration rates per 100,000 adults",93.76
1982/1983,Provinces and Territories,Total community supervision count,74215
1982/1983,Provinces and Territories,"Probation, community supervision",71880
1982/1983,Provinces and Territories,"Conditional sentence, community supervision",
1982/1983,Provinces and Territories,"Provincial parole, community supervision",2335
1982/1983,Provinces and Territories,"Probation rates per 100,000 adults",393
1982/1983,Newfoundland and Labrador,Total actual-in count,308
1982/1983,Newfoundland and Labrador,"Sentenced, actual-in count",280
1982/1983,Newfoundland and Labrador,"Remand, actual-in count",9
1982/1983,Newfoundland and Labrador,"Other statuses, actual-in count",19
1982/1983,Newfoundland and Labrador,On-register count,329
1982/1983,Newfoundland and Labrador,"Incarceration rates per 100,000 adults",82.74
1982/1983,Newfoundland and Labrador,Total community supervision count,1305
1982/1983,Newfoundland and Labrador,"Probation, community supervision",1305
1982/1983,Newfoundland and Labrador,"Conditional sentence, community supervision",
1982/1983,Newfoundland and Labrador,"Probation rates per 100,000 adults",350.59
1982/1983,Prince Edward Island,Total actual-in count,75
1982/1983,Prince Edward Island,"Sentenced, actual-in count",59
1982/1983,Prince Edward Island,"Remand, actual-in count",10
1982/1983,Prince Edward Island,"Other statuses, actual-in count",6
1982/1983,Prince Edward Island,On-register count,81
1982/1983,Prince Edward Island,"Incarceration rates per 100,000 adults",86.87
1982/1983,Prince Edward Island,Total community supervision count,445
1982/1983,Prince Edward Island,"Probation, community supervision",445
1982/1983,Prince Edward Island,"Conditional sentence, community supervision",
1982/1983,Prince Edward Island,"Probation rates per 100,000 adults",515.43
1982/1983,Nova Scotia,Total actual-in count,473
1982/1983,Nova Scotia,"Sentenced, actual-in count",405
1982/1983,Nova Scotia,"Remand, actual-in count",68
1982/1983,Nova Scotia,"Other statuses, actual-in count",
1982/1983,Nova Scotia,On-register count,558
1982/1983,Nova Scotia,"Incarceration rates per 100,000 adults",76.89
1982/1983,Nova Scotia,Total community supervision count,3717
1982/1983,Nova Scotia,"Probation, community supervision",3717
1982/1983,Nova Scotia,"Conditional sentence, community supervision",
1982/1983,Nova Scotia,"Probation rates per 100,000 adults",604.24
1982/1983,New Brunswick,Total actual-in count,439
1982/1983,New Brunswick,"Sentenced, actual-in count",401
1982/1983,New Brunswick,"Remand, actual-in count",34
1982/1983,New Brunswick,"Other statuses, actual-in count",4
1982/1983,New Brunswick,On-register count,490
1982/1983,New Brunswick,"Incarceration rates per 100,000 adults",88.62
1982/1983,New Brunswick,Total community supervision count,1914
1982/1983,New Brunswick,"Probation, community supervision",1914
1982/1983,New Brunswick,"Conditional sentence, community supervision",
1982/1983,New Brunswick,"Probation rates per 100,000 adults",386.39
1982/1983,Quebec,Total actual-in count,3270
1982/1983,Quebec,"Sentenced, actual-in count",2416
1982/1983,Quebec,"Remand, actual-in count",845
1982/1983,Quebec,"Other statuses, actual-in count",9
1982/1983,Quebec,On-register count,3674
1982/1983,Quebec,"Incarceration rates per 100,000 adults",67.53
1982/1983,Quebec,Total community supervision count,6683
1982/1983,Quebec,"Probation, community supervision",5841
1982/1983,Quebec,"Conditional sentence, community supervision",
1982/1983,Quebec,"Provincial parole, community supervision",842
1982/1983,Quebec,"Probation rates per 100,000 adults",120.62
1982/1983,Ontario,Total actual-in count,6181
1982/1983,Ontario,"Sentenced, actual-in count",4920
1982/1983,Ontario,"Remand, actual-in count",1256
1982/1983,Ontario,"Other statuses, actual-in count",5
1982/1983,Ontario,On-register count,
1982/1983,Ontario,"Incarceration rates per 100,000 adults",94.17
1982/1983,Ontario,Total community supervision count,36914
1982/1983,Ontario,"Probation, community supervision",35666
1982/1983,Ontario,"Conditional sentence, community supervision",
1982/1983,Ontario,"Provincial parole, community supervision",1248
1982/1983,Ontario,"Probation rates per 100,000 adults",543.37
1982/1983,Manitoba,Total actual-in count,760
1982/1983,Manitoba,"Sentenced, actual-in count",557
1982/1983,Manitoba,"Remand, actual-in count",202
1982/1983,Manitoba,"Other statuses, actual-in count",1
1982/1983,Manitoba,On-register count,880
1982/1983,Manitoba,"Incarceration rates per 100,000 adults",100.85
1982/1983,Manitoba,Total community supervision count,1796
1982/1983,Manitoba,"Probation, community supervision",1796
1982/1983,Manitoba,"Conditional sentence, community supervision",
1982/1983,Manitoba,"Probation rates per 100,000 adults",238.33
1982/1983,Saskatchewan,Total actual-in count,985
1982/1983,Saskatchewan,"Sentenced, actual-in count",882
1982/1983,Saskatchewan,"Remand, actual-in count",103
1982/1983,Saskatchewan,On-register count,989
1982/1983,Saskatchewan,"Incarceration rates per 100,000 adults",142.12
1982/1983,Saskatchewan,Total community supervision count,2950
1982/1983,Saskatchewan,"Probation, community supervision",2950
1982/1983,Saskatchewan,"Conditional sentence, community supervision",
1982/1983,Saskatchewan,"Probation rates per 100,000 adults",425.64
1982/1983,Alberta,Total actual-in count,2356
1982/1983,Alberta,"Sentenced, actual-in count",1791
1982/1983,Alberta,"Remand, actual-in count",565
1982/1983,Alberta,On-register count,3163
1982/1983,Alberta,"Incarceration rates per 100,000 adults",139.67
1982/1983,Alberta,Total community supervision count,7444
1982/1983,Alberta,"Probation, community supervision",7444
1982/1983,Alberta,"Conditional sentence, community supervision",
1982/1983,Alberta,"Probation rates per 100,000 adults",441.29
1982/1983,British Columbia,Total actual-in count,2043
1982/1983,British Columbia,"Sentenced, actual-in count",1661
1982/1983,British Columbia,"Remand, actual-in count",382
1982/1983,British Columbia,"Other statuses, actual-in count",
1982/1983,British Columbia,On-register count,
1982/1983,British Columbia,"Incarceration rates per 100,000 adults",95.71
1982/1983,British Columbia,Total community supervision count,10140
1982/1983,British Columbia,"Probation, community supervision",9895
1982/1983,British Columbia,"Conditional sentence, community supervision",
1982/1983,British Columbia,"Provincial parole, community supervision",245
1982/1983,British Columbia,"Probation rates per 100,000 adults",463.58
1982/1983,Yukon,Total actual-in count,60
1982/1983,Yukon,"Sentenced, actual-in count",54
1982/1983,Yukon,"Remand, actual-in count",6
1982/1983,Yukon,"Other statuses, actual-in count",
1982/1983,Yukon,On-register count,62
1982/1983,Yukon,"Incarceration rates per 100,000 adults",355.89
1982/1983,Yukon,Total community supervision count,496
1982/1983,Yukon,"Probation, community supervision",496
1982/1983,Yukon,"Conditional sentence, community supervision",
1982/1983,Yukon,"Probation rates per 100,000 adults",2942.05
1982/1983,Northwest Territories including Nunavut,Total actual-in count,199
1982/1983,Northwest Territories including Nunavut,"Sentenced, actual-in count",182
1982/1983,Northwest Territories including Nunavut,"Remand, actual-in count",17
1982/1983,Northwest Territories including Nunavut,On-register count,229
1982/1983,Northwest Territories including Nunavut,"Incarceration rates per 100,000 adults",667.31
1982/1983,Northwest Territories including Nunavut,Total community supervision count,411
1982/1983,Northwest Territories including Nunavut,"Probation, community supervision",411
1982/1983,Northwest Territories including Nunavut,"Probation rates per 100,000 adults",1378.22
1982/1983,Northwest Territories,Total actual-in count,
1982/1983,Northwest Territories,"Sentenced, actual-in count",
1982/1983,Northwest Territories,"Remand, actual-in count",
1982/1983,Northwest Territories,"Other statuses, actual-in count",
