REF_DATE,GEO,Custodial and community supervision,VALUE
1999/2000,Saskatchewan,"Deferred custody, community supervision",
1999/2000,Saskatchewan,"Probation rate per 10,000 young persons",203.96
1999/2000,Alberta,Total actual-in count,433
1999/2000,Alberta,"Total sentenced custody, actual-in count",317.3
1999/2000,Alberta,"Sentenced secure custody, actual-in count",152.7
1999/2000,Alberta,"Sentenced open custody, actual-in count",164.7
1999/2000,Alberta,"Pre-trial detention and other temporary detention, actual-in count",115.7
1999/2000,Alberta,"Incarceration rates per 10,000 young persons",16.39
1999/2000,Alberta,Total community supervision count,2913.8
1999/2000,Alberta,"Probation, community supervision",2913.8
1999/2000,Alberta,"Community portion of custody sentence, community supervision",
1999/2000,Alberta,"Deferred custody, community supervision",
1999/2000,Alberta,"Intensive support and supervision, community supervision",
1999/2000,Alberta,"Probation rate per 10,000 young persons",110.26
1999/2000,British Columbia,Total actual-in count,328.5
1999/2000,British Columbia,"Total sentenced custody, actual-in count",237.8
1999/2000,British Columbia,"Sentenced secure custody, actual-in count",94.9
1999/2000,British Columbia,"Sentenced open custody, actual-in count",142.9
1999/2000,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",90.7
1999/2000,British Columbia,"Incarceration rates per 10,000 young persons",10.17
1999/2000,British Columbia,Total community supervision count,3573.7
1999/2000,British Columbia,"Probation, community supervision",3573.7
1999/2000,British Columbia,"Community portion of custody sentence, community supervision",
1999/2000,British Columbia,"Deferred custody, community supervision",
1999/2000,British Columbia,"Intensive support and supervision, community supervision",
1999/2000,British Columbia,"Probation rate per 10,000 young persons",110.65
1999/2000,Yukon,Total actual-in count,14
1999/2000,Yukon,"Total sentenced custody, actual-in count",10.1
1999/2000,Yukon,"Sentenced secure custody, actual-in count",5.4
1999/2000,Yukon,"Sentenced open custody, actual-in count",4.8
1999/2000,Yukon,"Pre-trial detention and other temporary detention, actual-in count",3.9
1999/2000,Yukon,"Incarceration rates per 10,000 young persons",46.95
1999/2000,Yukon,Total community supervision count,95.8
1999/2000,Yukon,"Probation, community supervision",95.8
1999/2000,Yukon,"Community portion of custody sentence, community supervision",
1999/2000,Yukon,"Deferred custody, community supervision",
1999/2000,Yukon,"Intensive support and supervision, community supervision",
1999/2000,Yukon,"Probation rate per 10,000 young persons",320.34
1999/2000,Northwest Territories,Total actual-in count,63.3
1999/2000,Northwest Territories,"Total sentenced custody, actual-in count",58.8
1999/2000,Northwest Territories,"Sentenced secure custody, actual-in count",21.5
1999/2000,Northwest Territories,"Sentenced open custody, actual-in count",37.3
1999/2000,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",4.5
1999/2000,Northwest Territories,"Incarceration rates per 10,000 young persons",157.69
1999/2000,Northwest Territories,Total community supervision count,
1999/2000,Northwest Territories,"Probation, community supervision",
1999/2000,Northwest Territories,"Community portion of custody sentence, community supervision",
1999/2000,Northwest Territories,"Deferred custody, community supervision",
1999/2000,Northwest Territories,"Intensive support and supervision, community supervision",
1999/2000,Northwest Territories,"Probation rate per 10,000 young persons",
1999/2000,Nunavut,Total actual-in count,
1999/2000,Nunavut,"Total sentenced custody, actual-in count",
1999/2000,Nunavut,"Sentenced secure custody, actual-in count",
1999/2000,Nunavut,"Sentenced open custody, actual-in count",
1999/2000,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",
1999/2000,Nunavut,"Incarceration rates per 10,000 young persons",
1999/2000,Nunavut,Total community supervision count,
1999/2000,Nunavut,"Probation, community supervision",
1999/2000,Nunavut,"Community portion of custody sentence, community supervision",
1999/2000,Nunavut,"Probation rate per 10,000 young persons",
2000/2001,Provinces and Territories,Total actual-in count,4359.4
2000/2001,Provinces and Territories,"Total sentenced custody, actual-in count",3158.6
2000/2001,Provinces and Territories,"Sentenced secure custody, actual-in count",1452.3
2000/2001,Provinces and Territories,"Sentenced open custody, actual-in count",1706.3
2000/2001,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",1200.8
2000/2001,Provinces and Territories,"Incarceration rates per 10,000 young persons",17.64
2000/2001,Provinces and Territories,Total community supervision count,35168.3
2000/2001,Provinces and Territories,"Probation, community supervision",35168.3
2000/2001,Provinces and Territories,"Community portion of custody sentence, community supervision",
2000/2001,Provinces and Territories,"Deferred custody, community supervision",
2000/2001,Provinces and Territories,"Intensive support and supervision, community supervision",
2000/2001,Provinces and Territories,"Probation rate per 10,000 young persons",146.1
2000/2001,Newfoundland and Labrador,Total actual-in count,95.8
2000/2001,Newfoundland and Labrador,"Total sentenced custody, actual-in count",81
2000/2001,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",32.9
2000/2001,Newfoundland and Labrador,"Sentenced open custody, actual-in count",48.1
2000/2001,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",14.9
2000/2001,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",20.6
2000/2001,Newfoundland and Labrador,Total community supervision count,857.5
2000/2001,Newfoundland and Labrador,"Probation, community supervision",857.5
2000/2001,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",
2000/2001,Newfoundland and Labrador,"Deferred custody, community supervision",
2000/2001,Newfoundland and Labrador,"Intensive support and supervision, community supervision",
2000/2001,Newfoundland and Labrador,"Probation rate per 10,000 young persons",184.32
2000/2001,Prince Edward Island,Total actual-in count,18.2
2000/2001,Prince Edward Island,"Total sentenced custody, actual-in count",15.4
2000/2001,Prince Edward Island,"Sentenced secure custody, actual-in count",5
2000/2001,Prince Edward Island,"Sentenced open custody, actual-in count",10.4
2000/2001,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",2.8
2000/2001,Prince Edward Island,"Incarceration rates per 10,000 young persons",14.94
2000/2001,Prince Edward Island,Total community supervision count,176.4
2000/2001,Prince Edward Island,"Probation, community supervision",176.4
2000/2001,Prince Edward Island,"Community portion of custody sentence, community supervision",
2000/2001,Prince Edward Island,"Deferred custody, community supervision",
2000/2001,Prince Edward Island,"Intensive support and supervision, community supervision",
2000/2001,Prince Edward Island,"Probation rate per 10,000 young persons",144.62
2000/2001,Nova Scotia,Total actual-in count,137.8
2000/2001,Nova Scotia,"Total sentenced custody, actual-in count",117
2000/2001,Nova Scotia,"Sentenced secure custody, actual-in count",20.4
2000/2001,Nova Scotia,"Sentenced open custody, actual-in count",96.6
2000/2001,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",20.8
2000/2001,Nova Scotia,"Incarceration rates per 10,000 young persons",18.37
2000/2001,Nova Scotia,Total community supervision count,1104.6
2000/2001,Nova Scotia,"Probation, community supervision",1104.6
2000/2001,Nova Scotia,"Community portion of custody sentence, community supervision",
2000/2001,Nova Scotia,"Deferred custody, community supervision",
2000/2001,Nova Scotia,"Intensive support and supervision, community supervision",
2000/2001,Nova Scotia,"Probation rate per 10,000 young persons",147.22
2000/2001,New Brunswick,Total actual-in count,146.4
2000/2001,New Brunswick,"Total sentenced custody, actual-in count",131.8
2000/2001,New Brunswick,"Sentenced secure custody, actual-in count",47.7
2000/2001,New Brunswick,"Sentenced open custody, actual-in count",84.1
2000/2001,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",14.7
2000/2001,New Brunswick,"Incarceration rates per 10,000 young persons",24.15
2000/2001,New Brunswick,Total community supervision count,
2000/2001,New Brunswick,"Probation, community supervision",
2000/2001,New Brunswick,"Community portion of custody sentence, community supervision",
2000/2001,New Brunswick,"Deferred custody, community supervision",
2000/2001,New Brunswick,"Intensive support and supervision, community supervision",
2000/2001,New Brunswick,"Probation rate per 10,000 young persons",
2000/2001,Quebec,Total actual-in count,455.1
2000/2001,Quebec,"Total sentenced custody, actual-in count",349.9
2000/2001,Quebec,"Sentenced secure custody, actual-in count",203.2
2000/2001,Quebec,"Sentenced open custody, actual-in count",146.7
2000/2001,Quebec,"Pre-trial detention and other temporary detention, actual-in count",105.2
2000/2001,Quebec,"Incarceration rates per 10,000 young persons",8.4
2000/2001,Quebec,Total community supervision count,4813
2000/2001,Quebec,"Probation, community supervision",4813
2000/2001,Quebec,"Community portion of custody sentence, community supervision",
2000/2001,Quebec,"Deferred custody, community supervision",
2000/2001,Quebec,"Intensive support and supervision, community supervision",
2000/2001,Quebec,"Probation rate per 10,000 young persons",88.83
2000/2001,Ontario,Total actual-in count,1851.1
2000/2001,Ontario,"Total sentenced custody, actual-in count",1494.1
2000/2001,Ontario,"Sentenced secure custody, actual-in count",684.2
2000/2001,Ontario,"Sentenced open custody, actual-in count",810
2000/2001,Ontario,"Pre-trial detention and other temporary detention, actual-in count",356.9
2000/2001,Ontario,"Incarceration rates per 10,000 young persons",
2000/2001,Ontario,Total community supervision count,18736.5
2000/2001,Ontario,"Probation, community supervision",18736.5
2000/2001,Ontario,"Community portion of custody sentence, community supervision",
2000/2001,Ontario,"Deferred custody, community supervision",
2000/2001,Ontario,"Intensive support and supervision, community supervision",
2000/2001,Ontario,"Probation rate per 10,000 young persons",198.84
2000/2001,Manitoba,Total actual-in count,276
2000/2001,Manitoba,"Total sentenced custody, actual-in count",172.3
2000/2001,Manitoba,"Sentenced secure custody, actual-in count",67.4
2000/2001,Manitoba,"Sentenced open custody, actual-in count",104.9
2000/2001,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",103.7
2000/2001,Manitoba,"Incarceration rates per 10,000 young persons",27.91
2000/2001,Manitoba,Total community supervision count,1997.8
2000/2001,Manitoba,"Probation, community supervision",1997.8
2000/2001,Manitoba,"Community portion of custody sentence, community supervision",
2000/2001,Manitoba,"Deferred custody, community supervision",
2000/2001,Manitoba,"Probation rate per 10,000 young persons",202.03
2000/2001,Saskatchewan,Total actual-in count,340.9
2000/2001,Saskatchewan,"Total sentenced custody, actual-in count",261.8
2000/2001,Saskatchewan,"Sentenced secure custody, actual-in count",160.5
2000/2001,Saskatchewan,"Sentenced open custody, actual-in count",101.3
2000/2001,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",79.1
2000/2001,Saskatchewan,"Incarceration rates per 10,000 young persons",35.57
2000/2001,Saskatchewan,Total community supervision count,1810.3
2000/2001,Saskatchewan,"Probation, community supervision",1810.3
