REF_DATE,GEO,Admissions and releases,Correctional services,VALUE
1997/1998,Yukon,Youth releases,Custody and supervision (open),
1997/1998,Yukon,Youth releases,Young Offenders Act (YOA) (open),
1997/1998,Yukon,Youth releases,Total community sentences,
1997/1998,Yukon,Youth releases,Community Portion of Custody Supervision,
1997/1998,Yukon,Youth releases,Intensive support and supervision,
1997/1998,Yukon,Youth releases,Deferred custody and supervision,
1997/1998,Yukon,Youth releases,Supervised probation,
1997/1998,Yukon,Youth releases,Other community sentences,
1997/1998,Northwest Territories including Nunavut,Youth admissions,Total correctional services,881
1997/1998,Northwest Territories including Nunavut,Youth admissions,Pre-trial detention,79
1997/1998,Northwest Territories including Nunavut,Youth admissions,Provincial director remand,
1997/1998,Northwest Territories including Nunavut,Youth admissions,Secure custody,94
1997/1998,Northwest Territories including Nunavut,Youth admissions,Custody and supervision (secure),
1997/1998,Northwest Territories including Nunavut,Youth admissions,Young Offenders Act (YOA) (secure),
1997/1998,Northwest Territories including Nunavut,Youth admissions,Open custody,160
1997/1998,Northwest Territories including Nunavut,Youth admissions,Custody and supervision (open),
1997/1998,Northwest Territories including Nunavut,Youth admissions,Young Offenders Act (YOA) (open),
1997/1998,Northwest Territories including Nunavut,Youth admissions,Total community sentences,548
1997/1998,Northwest Territories including Nunavut,Youth admissions,Community Portion of Custody Supervision,
1997/1998,Northwest Territories including Nunavut,Youth admissions,Intensive support and supervision,
1997/1998,Northwest Territories including Nunavut,Youth admissions,Deferred custody and supervision,
1997/1998,Northwest Territories including Nunavut,Youth admissions,Supervised probation,548
1997/1998,Northwest Territories including Nunavut,Youth admissions,Other community sentences,
1997/1998,Northwest Territories including Nunavut,Youth releases,Total correctional services,
1997/1998,Northwest Territories including Nunavut,Youth releases,Pre-trial detention,
1997/1998,Northwest Territories including Nunavut,Youth releases,Provincial director remand,
1997/1998,Northwest Territories including Nunavut,Youth releases,Secure custody,
1997/1998,Northwest Territories including Nunavut,Youth releases,Custody and supervision (secure),
1997/1998,Northwest Territories including Nunavut,Youth releases,Young Offenders Act (YOA) (secure),
1997/1998,Northwest Territories including Nunavut,Youth releases,Open custody,
1997/1998,Northwest Territories including Nunavut,Youth releases,Custody and supervision (open),
1997/1998,Northwest Territories including Nunavut,Youth releases,Young Offenders Act (YOA) (open),
1997/1998,Northwest Territories including Nunavut,Youth releases,Total community sentences,
1997/1998,Northwest Territories including Nunavut,Youth releases,Community Portion of Custody Supervision,
1997/1998,Northwest Territories including Nunavut,Youth releases,Intensive support and supervision,
1997/1998,Northwest Territories including Nunavut,Youth releases,Deferred custody and supervision,
1997/1998,Northwest Territories including Nunavut,Youth releases,Supervised probation,
1997/1998,Northwest Territories including Nunavut,Youth releases,Other community sentences,
1997/1998,Northwest Territories,Youth admissions,Total correctional services,
1997/1998,Northwest Territories,Youth admissions,Pre-trial detention,
1997/1998,Northwest Territories,Youth admissions,Provincial director remand,
1997/1998,Northwest Territories,Youth admissions,Secure custody,
1997/1998,Northwest Territories,Youth admissions,Custody and supervision (secure),
1997/1998,Northwest Territories,Youth admissions,Young Offenders Act (YOA) (secure),
1997/1998,Northwest Territories,Youth admissions,Open custody,
1997/1998,Northwest Territories,Youth admissions,Custody and supervision (open),
1997/1998,Northwest Territories,Youth admissions,Young Offenders Act (YOA) (open),
1997/1998,Northwest Territories,Youth admissions,Total community sentences,
1997/1998,Northwest Territories,Youth admissions,Community Portion of Custody Supervision,
1997/1998,Northwest Territories,Youth admissions,Intensive support and supervision,
1997/1998,Northwest Territories,Youth admissions,Deferred custody and supervision,
1997/1998,Northwest Territories,Youth admissions,Supervised probation,
1997/1998,Northwest Territories,Youth admissions,Other community sentences,
1997/1998,Northwest Territories,Youth releases,Total correctional services,
1997/1998,Northwest Territories,Youth releases,Pre-trial detention,
1997/1998,Northwest Territories,Youth releases,Provincial director remand,
1997/1998,Northwest Territories,Youth releases,Secure custody,
1997/1998,Northwest Territories,Youth releases,Custody and supervision (secure),
1997/1998,Northwest Territories,Youth releases,Young Offenders Act (YOA) (secure),
1997/1998,Northwest Territories,Youth releases,Open custody,
1997/1998,Northwest Territories,Youth releases,Custody and supervision (open),
1997/1998,Northwest Territories,Youth releases,Young Offenders Act (YOA) (open),
1997/1998,Northwest Territories,Youth releases,Total community sentences,
1997/1998,Northwest Territories,Youth releases,Community Portion of Custody Supervision,
1997/1998,Northwest Territories,Youth releases,Intensive support and supervision,
1997/1998,Northwest Territories,Youth releases,Deferred custody and supervision,
1997/1998,Northwest Territories,Youth releases,Supervised probation,
1997/1998,Northwest Territories,Youth releases,Other community sentences,
1997/1998,Nunavut,Youth admissions,Total correctional services,
1997/1998,Nunavut,Youth admissions,Pre-trial detention,
1997/1998,Nunavut,Youth admissions,Provincial director remand,
1997/1998,Nunavut,Youth admissions,Secure custody,
1997/1998,Nunavut,Youth admissions,Custody and supervision (secure),
1997/1998,Nunavut,Youth admissions,Young Offenders Act (YOA) (secure),
1997/1998,Nunavut,Youth admissions,Open custody,
1997/1998,Nunavut,Youth admissions,Custody and supervision (open),
1997/1998,Nunavut,Youth admissions,Young Offenders Act (YOA) (open),
1997/1998,Nunavut,Youth admissions,Total community sentences,
1997/1998,Nunavut,Youth admissions,Community Portion of Custody Supervision,
1997/1998,Nunavut,Youth admissions,Intensive support and supervision,
1997/1998,Nunavut,Youth admissions,Deferred custody and supervision,
1997/1998,Nunavut,Youth admissions,Supervised probation,
1997/1998,Nunavut,Youth admissions,Other community sentences,
1997/1998,Nunavut,Youth releases,Total correctional services,
1997/1998,Nunavut,Youth releases,Pre-trial detention,
1997/1998,Nunavut,Youth releases,Provincial director remand,
1997/1998,Nunavut,Youth releases,Secure custody,
1997/1998,Nunavut,Youth releases,Custody and supervision (secure),
1997/1998,Nunavut,Youth releases,Young Offenders Act (YOA) (secure),
1997/1998,Nunavut,Youth releases,Open custody,
1997/1998,Nunavut,Youth releases,Custody and supervision (open),
1997/1998,Nunavut,Youth releases,Young Offenders Act (YOA) (open),
1997/1998,Nunavut,Youth releases,Total community sentences,
1997/1998,Nunavut,Youth releases,Community Portion of Custody Supervision,
1997/1998,Nunavut,Youth releases,Intensive support and supervision,
1997/1998,Nunavut,Youth releases,Deferred custody and supervision,
1997/1998,Nunavut,Youth releases,Supervised probation,
1997/1998,Nunavut,Youth releases,Other community sentences,
1998/1999,Provinces and territories,Youth admissions,Total correctional services,70189
1998/1999,Provinces and territories,Youth admissions,Pre-trial detention,15278
1998/1999,Provinces and territories,Youth admissions,Provincial director remand,
1998/1999,Provinces and territories,Youth admissions,Secure custody,7850
1998/1999,Provinces and territories,Youth admissions,Custody and supervision (secure),
1998/1999,Provinces and territories,Youth admissions,Young Offenders Act (YOA) (secure),
1998/1999,Provinces and territories,Youth admissions,Open custody,8386
1998/1999,Provinces and territories,Youth admissions,Custody and supervision (open),
1998/1999,Provinces and territories,Youth admissions,Young Offenders Act (YOA) (open),
1998/1999,Provinces and territories,Youth admissions,Total community sentences,38675
1998/1999,Provinces and territories,Youth admissions,Community Portion of Custody Supervision,
1998/1999,Provinces and territories,Youth admissions,Intensive support and supervision,
1998/1999,Provinces and territories,Youth admissions,Deferred custody and supervision,
1998/1999,Provinces and territories,Youth admissions,Supervised probation,38675
1998/1999,Provinces and territories,Youth admissions,Other community sentences,
1998/1999,Provinces and territories,Youth releases,Total correctional services,26189
1998/1999,Provinces and territories,Youth releases,Pre-trial detention,12870
1998/1999,Provinces and territories,Youth releases,Provincial director remand,
1998/1999,Provinces and territories,Youth releases,Secure custody,6256
1998/1999,Provinces and territories,Youth releases,Custody and supervision (secure),
1998/1999,Provinces and territories,Youth releases,Young Offenders Act (YOA) (secure),
1998/1999,Provinces and territories,Youth releases,Open custody,7063
1998/1999,Provinces and territories,Youth releases,Custody and supervision (open),
1998/1999,Provinces and territories,Youth releases,Young Offenders Act (YOA) (open),
1998/1999,Provinces and territories,Youth releases,Total community sentences,
1998/1999,Provinces and territories,Youth releases,Community Portion of Custody Supervision,
1998/1999,Provinces and territories,Youth releases,Intensive support and supervision,
1998/1999,Provinces and territories,Youth releases,Deferred custody and supervision,
1998/1999,Provinces and territories,Youth releases,Supervised probation,
1998/1999,Provinces and territories,Youth releases,Other community sentences,
1998/1999,Newfoundland and Labrador,Youth admissions,Total correctional services,1396
1998/1999,Newfoundland and Labrador,Youth admissions,Pre-trial detention,212
1998/1999,Newfoundland and Labrador,Youth admissions,Provincial director remand,
1998/1999,Newfoundland and Labrador,Youth admissions,Secure custody,195
1998/1999,Newfoundland and Labrador,Youth admissions,Custody and supervision (secure),
1998/1999,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (secure),
1998/1999,Newfoundland and Labrador,Youth admissions,Open custody,199
1998/1999,Newfoundland and Labrador,Youth admissions,Custody and supervision (open),
1998/1999,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (open),
1998/1999,Newfoundland and Labrador,Youth admissions,Total community sentences,790
1998/1999,Newfoundland and Labrador,Youth admissions,Community Portion of Custody Supervision,
1998/1999,Newfoundland and Labrador,Youth admissions,Intensive support and supervision,
1998/1999,Newfoundland and Labrador,Youth admissions,Deferred custody and supervision,
1998/1999,Newfoundland and Labrador,Youth admissions,Supervised probation,790
1998/1999,Newfoundland and Labrador,Youth admissions,Other community sentences,
1998/1999,Newfoundland and Labrador,Youth releases,Total correctional services,624
1998/1999,Newfoundland and Labrador,Youth releases,Pre-trial detention,216
1998/1999,Newfoundland and Labrador,Youth releases,Provincial director remand,
1998/1999,Newfoundland and Labrador,Youth releases,Secure custody,198
1998/1999,Newfoundland and Labrador,Youth releases,Custody and supervision (secure),
1998/1999,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (secure),
1998/1999,Newfoundland and Labrador,Youth releases,Open custody,210
1998/1999,Newfoundland and Labrador,Youth releases,Custody and supervision (open),
1998/1999,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (open),
1998/1999,Newfoundland and Labrador,Youth releases,Total community sentences,
1998/1999,Newfoundland and Labrador,Youth releases,Community Portion of Custody Supervision,
1998/1999,Newfoundland and Labrador,Youth releases,Intensive support and supervision,
1998/1999,Newfoundland and Labrador,Youth releases,Deferred custody and supervision,
1998/1999,Newfoundland and Labrador,Youth releases,Supervised probation,
1998/1999,Newfoundland and Labrador,Youth releases,Other community sentences,
1998/1999,Prince Edward Island,Youth admissions,Total correctional services,163
1998/1999,Prince Edward Island,Youth admissions,Pre-trial detention,35
1998/1999,Prince Edward Island,Youth admissions,Provincial director remand,
1998/1999,Prince Edward Island,Youth admissions,Secure custody,31
1998/1999,Prince Edward Island,Youth admissions,Custody and supervision (secure),
1998/1999,Prince Edward Island,Youth admissions,Young Offenders Act (YOA) (secure),
1998/1999,Prince Edward Island,Youth admissions,Open custody,19
1998/1999,Prince Edward Island,Youth admissions,Custody and supervision (open),
