"REF_DATE","GEO","DGUID","Sex","Length of time served","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997/1998","Quebec","2016A000224","Males","Greater than 1 year to 2 years","Number","223","units","0","v79971859","6.2.6","","..","","","0"
"1997/1998","Quebec","2016A000224","Males","Greater than 2 years","Number","223","units","0","v79971860","6.2.7","","..","","","0"
"1997/1998","Quebec","2016A000224","Males","Length of time unknown","Number","223","units","0","v79971861","6.2.8","","..","","","0"
"1997/1998","Quebec","2016A000224","Males","Mean time served","Days","77","units","0","v79971862","6.2.9","","..","","","0"
"1997/1998","Quebec","2016A000224","Males","Median time served","Days","77","units","0","v79971863","6.2.10","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Total number of releases","Number","223","units","0","v79971864","6.3.1","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","1 week or less","Number","223","units","0","v79971865","6.3.2","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Greater than 1 week to 1 month","Number","223","units","0","v79971866","6.3.3","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Greater than 1 month to 6 months","Number","223","units","0","v79971867","6.3.4","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Greater than 6 months to 1 year","Number","223","units","0","v79971868","6.3.5","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Greater than 1 year to 2 years","Number","223","units","0","v79971869","6.3.6","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Greater than 2 years","Number","223","units","0","v79971870","6.3.7","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Length of time unknown","Number","223","units","0","v79971871","6.3.8","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Mean time served","Days","77","units","0","v79971872","6.3.9","","..","","","0"
"1997/1998","Quebec","2016A000224","Females","Median time served","Days","77","units","0","v79971873","6.3.10","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Total number of releases","Number","223","units","0","v79971874","6.4.1","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","1 week or less","Number","223","units","0","v79971875","6.4.2","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v79971876","6.4.3","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v79971877","6.4.4","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v79971878","6.4.5","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v79971879","6.4.6","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Greater than 2 years","Number","223","units","0","v79971880","6.4.7","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Length of time unknown","Number","223","units","0","v79971881","6.4.8","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Mean time served","Days","77","units","0","v79971882","6.4.9","","..","","","0"
"1997/1998","Quebec","2016A000224","Sex unknown","Median time served","Days","77","units","0","v79971883","6.4.10","","..","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Total number of releases","Number","223","units","0","v32707693","7.1.1","4934","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","1 week or less","Number","223","units","0","v32707694","7.1.2","2672","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707695","7.1.3","1343","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707696","7.1.4","869","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707697","7.1.5","39","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707698","7.1.6","9","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Greater than 2 years","Number","223","units","0","v32707699","7.1.7","2","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Length of time unknown","Number","223","units","0","v32707700","7.1.8","0","","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Mean time served","Days","77","units","0","v41501632","7.1.9","","..","","","0"
"1997/1998","Ontario","2016A000235","Total sex","Median time served","Days","77","units","0","v41501633","7.1.10","","..","","","0"
"1997/1998","Ontario","2016A000235","Males","Total number of releases","Number","223","units","0","v32707703","7.2.1","4252","","","","0"
"1997/1998","Ontario","2016A000235","Males","1 week or less","Number","223","units","0","v32707704","7.2.2","2247","","","","0"
"1997/1998","Ontario","2016A000235","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707705","7.2.3","1166","","","","0"
"1997/1998","Ontario","2016A000235","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707706","7.2.4","793","","","","0"
"1997/1998","Ontario","2016A000235","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707707","7.2.5","36","","","","0"
"1997/1998","Ontario","2016A000235","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707708","7.2.6","9","","","","0"
"1997/1998","Ontario","2016A000235","Males","Greater than 2 years","Number","223","units","0","v32707709","7.2.7","1","","","","0"
"1997/1998","Ontario","2016A000235","Males","Length of time unknown","Number","223","units","0","v32707710","7.2.8","0","","","","0"
"1997/1998","Ontario","2016A000235","Males","Mean time served","Days","77","units","0","v41501634","7.2.9","","..","","","0"
"1997/1998","Ontario","2016A000235","Males","Median time served","Days","77","units","0","v41501635","7.2.10","","..","","","0"
"1997/1998","Ontario","2016A000235","Females","Total number of releases","Number","223","units","0","v32707713","7.3.1","682","","","","0"
"1997/1998","Ontario","2016A000235","Females","1 week or less","Number","223","units","0","v32707714","7.3.2","425","","","","0"
"1997/1998","Ontario","2016A000235","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707715","7.3.3","177","","","","0"
"1997/1998","Ontario","2016A000235","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707716","7.3.4","76","","","","0"
"1997/1998","Ontario","2016A000235","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707717","7.3.5","3","","","","0"
"1997/1998","Ontario","2016A000235","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707718","7.3.6","0","","","","0"
"1997/1998","Ontario","2016A000235","Females","Greater than 2 years","Number","223","units","0","v32707719","7.3.7","1","","","","0"
"1997/1998","Ontario","2016A000235","Females","Length of time unknown","Number","223","units","0","v32707720","7.3.8","0","","","","0"
"1997/1998","Ontario","2016A000235","Females","Mean time served","Days","77","units","0","v41501636","7.3.9","","..","","","0"
"1997/1998","Ontario","2016A000235","Females","Median time served","Days","77","units","0","v41501637","7.3.10","","..","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Total number of releases","Number","223","units","0","v32707723","7.4.1","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","1 week or less","Number","223","units","0","v32707724","7.4.2","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707725","7.4.3","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707726","7.4.4","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707727","7.4.5","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707728","7.4.6","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Greater than 2 years","Number","223","units","0","v32707729","7.4.7","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Length of time unknown","Number","223","units","0","v32707730","7.4.8","0","","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Mean time served","Days","77","units","0","v41501638","7.4.9","","..","","","0"
"1997/1998","Ontario","2016A000235","Sex unknown","Median time served","Days","77","units","0","v41501639","7.4.10","","..","","","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Total number of releases","Number","223","units","0","v41501640","8.1.1","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","1 week or less","Number","223","units","0","v41501641","8.1.2","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v41501642","8.1.3","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v41501643","8.1.4","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v41501644","8.1.5","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v41501645","8.1.6","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Greater than 2 years","Number","223","units","0","v41501646","8.1.7","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Length of time unknown","Number","223","units","0","v41501647","8.1.8","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Mean time served","Days","77","units","0","v41501648","8.1.9","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Total sex","Median time served","Days","77","units","0","v41501649","8.1.10","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Total number of releases","Number","223","units","0","v41501650","8.2.1","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","1 week or less","Number","223","units","0","v41501651","8.2.2","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Greater than 1 week to 1 month","Number","223","units","0","v41501652","8.2.3","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Greater than 1 month to 6 months","Number","223","units","0","v41501653","8.2.4","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Greater than 6 months to 1 year","Number","223","units","0","v41501654","8.2.5","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Greater than 1 year to 2 years","Number","223","units","0","v41501655","8.2.6","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Greater than 2 years","Number","223","units","0","v41501656","8.2.7","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Length of time unknown","Number","223","units","0","v41501657","8.2.8","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Mean time served","Days","77","units","0","v41501658","8.2.9","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Males","Median time served","Days","77","units","0","v41501659","8.2.10","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","Total number of releases","Number","223","units","0","v41501660","8.3.1","","..","","t","0"
"1997/1998","Ontario, Ministry of Children and Youth Services (MCYS)","","Females","1 week or less","Number","223","units","0","v41501661","8.3.2","","..","","t","0"
